id,name,author,year,reference
nort2923.glotto.trees,North Halmahera (Glottolog 3.0),Glottolog 3.0 (North Halmahera),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
boro1281.glotto.trees,Bororoan (Glottolog 3.0),Glottolog 3.0 (Bororoan),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
choc1280.glotto.trees,Chocoan (Glottolog 3.0),Glottolog 3.0 (Chocoan),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
kiwa1251.glotto.trees,Kiwaian (Glottolog 3.0),Glottolog 3.0 (Kiwaian),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
koia1260.glotto.trees,Koiarian (Glottolog 3.0),Glottolog 3.0 (Koiarian),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
daga1274.glotto.trees,Dagan (Glottolog 3.0),Glottolog 3.0 (Dagan),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
cahu1265.glotto.trees,Cahuapanan (Glottolog 3.0),Glottolog 3.0 (Cahuapanan),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
lowe1437.glotto.trees,Lower Sepik-Ramu (Glottolog 3.0),Glottolog 3.0 (Lower Sepik-Ramu),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
east1459.glotto.trees,East Bird's Head (Glottolog 3.0),Glottolog 3.0 (East Bird's Head),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
kore1284.glotto.trees,Koreanic (Glottolog 3.0),Glottolog 3.0 (Koreanic),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
surm1244.glotto.trees,Surmic (Glottolog 3.0),Glottolog 3.0 (Surmic),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
tama1329.glotto.trees,Tamaic (Glottolog 3.0),Glottolog 3.0 (Tamaic),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
kala1402.glotto.trees,Kalapuyan (Glottolog 3.0),Glottolog 3.0 (Kalapuyan),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
mata1289.glotto.trees,Matacoan (Glottolog 3.0),Glottolog 3.0 (Matacoan),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
kama1371.glotto.trees,Kamakanan (Glottolog 3.0),Glottolog 3.0 (Kamakanan),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
east2433.glotto.trees,East Strickland (Glottolog 3.0),Glottolog 3.0 (East Strickland),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
tsim1258.glotto.trees,Tsimshian (Glottolog 3.0),Glottolog 3.0 (Tsimshian),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
bosa1245.glotto.trees,Bosavi (Glottolog 3.0),Glottolog 3.0 (Bosavi),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
nimb1257.glotto.trees,Nimboranic (Glottolog 3.0),Glottolog 3.0 (Nimboranic),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
peba1241.glotto.trees,Peba-Yagua (Glottolog 3.0),Glottolog 3.0 (Peba-Yagua),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
bain1263.glotto.trees,Baining (Glottolog 3.0),Glottolog 3.0 (Baining),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
barb1265.glotto.trees,Barbacoan (Glottolog 3.0),Glottolog 3.0 (Barbacoan),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
hata1242.glotto.trees,Hatam-Mansim (Glottolog 3.0),Glottolog 3.0 (Hatam-Mansim),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
kuli1252.glotto.trees,Kuliak (Glottolog 3.0),Glottolog 3.0 (Kuliak),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
tupi1275.glotto.trees,Tupian (Glottolog 3.0),Glottolog 3.0 (Tupian),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
cadd1255.glotto.trees,Caddoan (Glottolog 3.0),Glottolog 3.0 (Caddoan),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
yoku1255.glotto.trees,Yokutsan (Glottolog 3.0),Glottolog 3.0 (Yokutsan),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
maya1287.glotto.trees,Mayan (Glottolog 3.0),Glottolog 3.0 (Mayan),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
grea1241.glotto.trees,Great Andamanese (Glottolog 3.0),Glottolog 3.0 (Great Andamanese),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
tuca1253.glotto.trees,Tucanoan (Glottolog 3.0),Glottolog 3.0 (Tucanoan),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
tang1340.glotto.trees,Tangkic (Glottolog 3.0),Glottolog 3.0 (Tangkic),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
paho1240.glotto.trees,Pahoturi (Glottolog 3.0),Glottolog 3.0 (Pahoturi),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
bord1247.glotto.trees,Border (Glottolog 3.0),Glottolog 3.0 (Border),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
daju1249.glotto.trees,Dajuic (Glottolog 3.0),Glottolog 3.0 (Dajuic),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
song1307.glotto.trees,Songhay (Glottolog 3.0),Glottolog 3.0 (Songhay),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
anga1289.glotto.trees,Angan (Glottolog 3.0),Glottolog 3.0 (Angan),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
ijoi1239.glotto.trees,Ijoid (Glottolog 3.0),Glottolog 3.0 (Ijoid),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
guah1252.glotto.trees,Guahiboan (Glottolog 3.0),Glottolog 3.0 (Guahiboan),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
kere1287.glotto.trees,Keresan (Glottolog 3.0),Glottolog 3.0 (Keresan),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
kaya1327.glotto.trees,Kayagaric (Glottolog 3.0),Glottolog 3.0 (Kayagaric),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
rash1249.glotto.trees,Rashad (Glottolog 3.0),Glottolog 3.0 (Rashad),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
sent1261.glotto.trees,Sentanic (Glottolog 3.0),Glottolog 3.0 (Sentanic),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
gong1255.glotto.trees,Ta-Ne-Omotic (Glottolog 3.0),Glottolog 3.0 (Ta-Ne-Omotic),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
sena1264.glotto.trees,Senagi (Glottolog 3.0),Glottolog 3.0 (Senagi),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
waka1280.glotto.trees,Wakashan (Glottolog 3.0),Glottolog 3.0 (Wakashan),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
saha1239.glotto.trees,Sahaptian (Glottolog 3.0),Glottolog 3.0 (Sahaptian),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
arau1255.glotto.trees,Araucanian (Glottolog 3.0),Glottolog 3.0 (Araucanian),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
kolo1268.glotto.trees,Kolopom (Glottolog 3.0),Glottolog 3.0 (Kolopom),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
abkh1242.glotto.trees,Abkhaz-Adyge (Glottolog 3.0),Glottolog 3.0 (Abkhaz-Adyge),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
suki1244.glotto.trees,Suki-Gogodala (Glottolog 3.0),Glottolog 3.0 (Suki-Gogodala),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
nucl1708.glotto.trees,Nuclear Torricelli (Glottolog 3.0),Glottolog 3.0 (Nuclear Torricelli),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
gunw1250.glotto.trees,Gunwinyguan (Glottolog 3.0),Glottolog 3.0 (Gunwinyguan),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
drav1251.glotto.trees,Dravidian (Glottolog 3.0),Glottolog 3.0 (Dravidian),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
cent2225.glotto.trees,Central Sudanic (Glottolog 3.0),Glottolog 3.0 (Central Sudanic),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
kiow1265.glotto.trees,Kiowa-Tanoan (Glottolog 3.0),Glottolog 3.0 (Kiowa-Tanoan),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
hmon1336.glotto.trees,Hmong-Mien (Glottolog 3.0),Glottolog 3.0 (Hmong-Mien),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
toto1251.glotto.trees,Totonacan (Glottolog 3.0),Glottolog 3.0 (Totonacan),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
east2386.glotto.trees,Eastern Jebel (Glottolog 3.0),Glottolog 3.0 (Eastern Jebel),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
nakh1245.glotto.trees,Nakh-Daghestanian (Glottolog 3.0),Glottolog 3.0 (Nakh-Daghestanian),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
kwom1263.glotto.trees,Kwomtari-Nai (Glottolog 3.0),Glottolog 3.0 (Kwomtari-Nai),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
cari1283.glotto.trees,Cariban (Glottolog 3.0),Glottolog 3.0 (Cariban),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
afro1255.glotto.trees,Afro-Asiatic (Glottolog 3.0),Glottolog 3.0 (Afro-Asiatic),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
kwal1257.glotto.trees,Kwalean (Glottolog 3.0),Glottolog 3.0 (Kwalean),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
utoa1244.glotto.trees,Uto-Aztecan (Glottolog 3.0),Glottolog 3.0 (Uto-Aztecan),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
otom1299.glotto.trees,Otomanguean (Glottolog 3.0),Glottolog 3.0 (Otomanguean),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
ural1272.glotto.trees,Uralic (Glottolog 3.0),Glottolog 3.0 (Uralic),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
worr1236.glotto.trees,Worrorran (Glottolog 3.0),Glottolog 3.0 (Worrorran),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
jiva1245.glotto.trees,Chicham (Glottolog 3.0),Glottolog 3.0 (Chicham),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
jarr1235.glotto.trees,Jarrakan (Glottolog 3.0),Glottolog 3.0 (Jarrakan),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
kadu1256.glotto.trees,Kadugli-Krongo (Glottolog 3.0),Glottolog 3.0 (Kadugli-Krongo),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
coch1271.glotto.trees,Cochimi-Yuman (Glottolog 3.0),Glottolog 3.0 (Cochimi-Yuman),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
algi1248.glotto.trees,Algic (Glottolog 3.0),Glottolog 3.0 (Algic),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
tebe1251.glotto.trees,Teberan (Glottolog 3.0),Glottolog 3.0 (Teberan),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
west2434.glotto.trees,Western Daly (Glottolog 3.0),Glottolog 3.0 (Western Daly),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
dizo1235.glotto.trees,Dizoid (Glottolog 3.0),Glottolog 3.0 (Dizoid),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
huav1256.glotto.trees,Huavean (Glottolog 3.0),Glottolog 3.0 (Huavean),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
khoe1240.glotto.trees,Khoe-Kwadi (Glottolog 3.0),Glottolog 3.0 (Khoe-Kwadi),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
nubi1251.glotto.trees,Nubian (Glottolog 3.0),Glottolog 3.0 (Nubian),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
maba1274.glotto.trees,Maban (Glottolog 3.0),Glottolog 3.0 (Maban),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
araf1243.glotto.trees,Arafundi (Glottolog 3.0),Glottolog 3.0 (Arafundi),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
katl1246.glotto.trees,Katla-Tima (Glottolog 3.0),Glottolog 3.0 (Katla-Tima),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
nduu1242.glotto.trees,Ndu (Glottolog 3.0),Glottolog 3.0 (Ndu),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
nilo1247.glotto.trees,Nilotic (Glottolog 3.0),Glottolog 3.0 (Nilotic),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
goil1242.glotto.trees,Goilalan (Glottolog 3.0),Glottolog 3.0 (Goilalan),2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
global.glotto.trees,Global Classification (Glottolog 3.0),Glottolog 3.0,2017,"Hammarström, Harald & Forkel, Robert & Haspelmath, Martin. Glottolog 3.0. 2017. Jena: Max Planck Institute for the Science of Human History. http://glottolog.org/"
